target,cluster
food label,5
food label law,5
protest,5
natural,5
tax break,1
home schooling,0
home schoolers,0
homeschooling,0
home schooling,0
immigration,4
protecting border,5
immigration,4
government immigration control,1
illegal immigration,4
problem,5
marco,6
immigration,4
marco,6
japanese attendance,5
restaurant,5
legitimate threat,5
employment,1
population growth,5
overcrowding,5
overpopulation,1
overcrowd,5
population growth,5
speech,5
flag burning,5
flag burning,5
law,1
employer 's choice,5
public worker,5
flag burning,5
flag burning,5
supreme court,5
employer 's choice,5
legitimate threat,5
earth 's population,5
conservation,5
population,5
overcrowding,5
living better,5
technological advancement,5
conservation,5
middle east,5
office layout,5
office design,5
advertise,5
criticism,5
public university,0
public university,0
state university,0
intestate student,0
public university,0
public university,0
higher education,0
tax break,1
public education,0
tax break,1
public school system,0
private school voucher,0
paying tax unused service,5
public school,0
public school funding,0
tax break,1
tax break,1
tax break,1
child tax break,5
home schoolers,0
public school system,0
tax break home school,0
everyone paying education tax,1
education tax,1
capital gain,5
dropping interest rate,5
job,5
none,5
tax cut,1
cat,5
declawing cat,1
same sex college,0
racism,1
sex school,0
tax break,1
tax credit homeschooling,1
childless taxpayer,1
home schoolers,0
home school,0
home school tax credit,0
childless taxpayer,1
fee,5
comment congressman,5
bank,5
bar,5
law school,0
law school exam,0
law school,0
law school,0
supply demand,5
privatization,1
government v private sector employment,5
privatization,1
good job,5
privatization,1
government pay benefit,5
smaller government proponent,5
pay inequality,1
pot,2
marijuana,2
pot,2
colorado,6
marijuana,2
marijuana legalization,2
marijuana,2
alcohol,2
marijuana legalization,2
syria,6
chemical weapon,5
blast saddam,6
us,5
united state,5
assad,6
chemical weapon,5
capital gain,5
economist,1
economy,1
tax,1
democracy,1
democracy,1
royalty,5
monarch,5
monarchy,1
royalty,5
affirmative action,5
achievement gap,5
economic policy,1
affirmative action,5
income,1
income,1
economic policy,1
mandatory child,0
vaccine,1
vaccine,1
public health,5
vaccination,1
vaccine,1
vaccine,1
overweight,5
respect dignity,5
judging appearance weight,5
physical health problem,5
judgmental people,5
weight,5
mother teresa,5
poor medical care india,5
hospital care,5
india,6
multi million dollar charity,5
sport program undergraduate school,0
college football,0
college learning,0
higher education,0
farm subsidy,1
farm subsidy,1
farm,5
farm subsidy,1
farm,5
farm industry,5
income,1
financial support,5
financial aid,5
financial aid,5
college education,0
affirmative action,5
financial aid program,5
equality opportunity,5
veganism,3
environment,5
helping environment,5
veganism,3
veganism,3
same sex college,0
woman college,0
woman law school,0
woman 's college,0
college,0
arm,5
taiwan,6
bringing taiwan international community,5
us relationship taiwan,5
gateway drug,2
war drug,2
marijuana,2
marijuana,2
war drug,2
marijuana,2
drug,2
addiction,2
beachfront home,5
public land,5
public beach,5
land,5
making beach public,5
public beach,5
fee access beach,5
home schoolers,0
tax break,1
tax,1
homeschooling,0
tax break,1
break tax,1
tax,1
palestinian state,6
israel,6
palestinian,6
palestinian resistance,6
use violence obtain jewish nation state,5
negotiation hopeless palestinian,6
palestinian cause,6
minor violation,5
u.s. policing,6
police,5
none,5
police,5
police brutality,5
military style police unit,5
police,5
swat team,5
slavery reparation,1
reparation slavery,1
reparation,5
africa,6
slave trade,5
reparation,5
reparation,5
antarctica,6
reparation,5
overcrowding,5
natural resource,5
renewable energy,5
climate change,5
renewable energy,5
solar use,5
peak oil,5
religious belief,5
woman,5
miss america,6
beauty pageant,5
beauty pageant contestant,5
miss america,6
beauty pageant,5
pageant,5
wealthy college,0
columbia,6
free tuition,0
columbia college,0
student loan,0
tax break,1
college,0
israel,6
israel,6
political,1
judge political ideology,5
partisan judge,5
justice,5
judge political party affiliation,5
supreme court justice,5
isi,6
french,6
french,6
europe,6
isi,6
home schoolers,0
tax,1
home school,0
tax break,1
tax break,1
tax,1
homeschool,0
homeschooling tax break,1
atlantic coast,6
environment,5
offshore oil drilling,5
environmental regulation,1
drilling,5
safeguard,5
oil transportation ocean,5
environmental salvaguards,5
oversight internet address,5
multi stakeholder,5
u.s,6
multi stakeholder system,5
stakeholder,5
tfa,6
tfa volunteer,5
volunteerism,1
status teacher,0
tfa,6
tfa volunteer,5
teaching america,6
soldier,5
army,5
candidate 's spouse,5
opinion,5
campaign spouse,5
public university,0
foreign student,0
university,0
intestate student,0
american kid,5
international student,0
international college student,0
freedom speech,5
free speech,5
opinion,5
politician,1
privatization,1
privatization pusher,1
privatization,1
privatization wo n't work,5
bad deal city state,5
privatization,1
economy,1
affirmative action,5
capability academic study,5
family wealth,5
need blind college admission,0
financial aid,5
income,1
college admission,0
need blind university admission,5
wealth,5
electric car,5
china,6
people,5
teacher,0
political correctness,1
research paper,5
research,5
research paper,5
useful excercise college student,0
research paper,5
research paper,5
internet research,5
tax break,1
tax break,1
income tax,1
home schoolers,0
tax,1
constitutional restraint,1
walmart,6
corporate morality,5
walmarts,6
walmart,6
wal mart 's unfair competition,5
walmart,6
wal mart,5
money power,5
corporate responsibility,5
prostitution,2
law,1
motherhood,1
working woman,5
tenure,0
woman,5
family unit,5
men,5
woman 's freedom,5
illegal labor,1
illegal immigrant,4
small farm,5
illegal immigration,4
farm,5
farm,5
immigration,4
farm subsidy,1
farm,5
farmer,5
same sex college,0
coed college,0
electric car,5
hybrid car,5
volt hybrid another step toward alternative,5
hybrid,5
chinese government,5
chinese claim country,5
china,6
right wing caring issue,5
global warming,5
education,0
republican taking,1
education,0
election,1
lawless immigration europe,4
syrian leaving war torn country,5
refugee europe,6
humanitarian aid syria,6
refugee fleeing syria,6
syrian feeling europe,6
refugee,4
refugee,4
refugee europe,6
refugee europe,6
border control,5
gamble,5
education funding,0
state lottery,5
queen college,0
casino,5
school fund,0
lottery,1
state lottery,5
education,0
high school,0
education,0
cegep system,5
education planning,0
cegep system,5
university,0
immigration,4
american politics,6
immigration,4
bernie sander,6
us domestic issue,5
immigration,4
issue facing america,5
tax break,1
tax credit,1
homeschool tax credit,1
tax credit,1
home schoolers,0
public good,5
tax credit,1
tax credit,1
royal couple,5
photojournalist,5
royalty,5
paparazzo,5
modern family,5
journalist,5
privacy violation,5
journalism,0
charter school,0
charter school,0
cherrypicking student,0
charter school,0
charter school,0
people,5
us population,5
immigrant,4
school system,0
home schoolers,0
school,0
day care provided public school,5
tax break,1
public school,0
public school,0
home work,5
cat,5
cat,5
declawing prevents cat overpopulation,1
option go outside,5
tip,5
service employee,5
service job,5
service employee,5
workplace,0
service employee,5
tip,5
service employee,5
service employee,5
much tip,5
hamas fatah unity,6
israel,6
palestine,6
arab jewish conflict,6
israel land ownership,5
mideast peace,6
arab,6
arab,6
soccer,0
voting system,1
fifa corruption,6
fifa,6
world cup,5
fifa,6
one country/one vote system,5
corruption,1
fifa,6
helping condo developer,5
condo development,5
debate question,5
current financial policy,5
tax break thing benefit wealthy,5
rich people,5
wealthy people,5
miss america,6
attraction relationship,5
darwin,6
political correctness,1
darwinian attribute,5
woman,5
woman,5
men seeking female mate better shape fitness wise,5
seeking mate,5
parent,0
child,0
vacation,5
parent,0
family,5
palestinian state,6
intransigence israel,6
netanyahu,6
palestine,6
nation,5
palestinian legitimacy,6
israel,6
netanyahu,6
illegal labor,1
illegal worker,5
farm,5
illegal worker,5
illegal farm worker,5
none,5
illegal worker,5
isi,6
isi,6
state sovereignty,1
iraq war,6
u.s,6
isi,6
israel,6
arabic control jerusalem,6
war,1
arab control jerusalem,6
jewish discrimination,6
religion,1
nothing n't talk public worker,5
jester 's gene,5
book,5
burning book,5
religious literature,5
speech,5
book,5
burning book,5
extreme parenting,5
parental love,5
unconditional love,5
parent,0
fee,5
bank fee,5
bank,5
student support,0
teach america,6
inner city,5
substitute teacher,0
tfa,6
teach america,6
low performing school,0
public preschool,0
preschool environment,0
preschool,0
smart investment,5
preschool,0
preschool,0
education,0
speech,5
muslim,6
war,1
protest,5
public worker,5
burning paper,5
none,5
god,5
economic development sustainability,5
human nature 's ego affect economy,5
hedonism,5
jeffrey sachs peter singer 's course online,5
economic development,5
ego,5
overcrowding,5
ego hedonism,5
nair,6
jeffrey sachs,6
electric car,5
electric car,5
electric,5
farm subsidy,1
farm subsidy,1
subsidizing farm,5
farm subsidy,1
free market,5
country people,5
gamble,5
casino,5
casino,5
cation,5
new york state senate,5
casino,5
casino,5
attack,5
strike,5
victim,5
humanitarian effort,5
harm,5
humanity,5
humanitarian worker,5
geneva convention,5
sport program undergraduate school,0
college sport,0
athlete,0
everyone,5
diet,5
dieting preference,5
personal opinion,5
medication,2
diet,5
veganism,3
keeping healthy,5
improper use supplement,5
paragraph nothing tell veganism,5
handling diet adversions,5
diet,5
public university,0
foreign student,0
state tuition,0
foreign student admission,0
higher education,0
intestate student,0
public college,0
government,1
college acceptance,0
state student,0
lot money people,5
silicon valley,5
technology,5
fitness tracker,5
technological innovation,5
smart watch,5
tracker,5
college student vote,0
vote,1
political thought,5
political dynamic,5
vote,1
political student,0
young people,5
two party system,5
architect,5
local artist,5
architecture,5
architecture,5
nyc,6
city,5
architecture city,5
architectural treasure,5
nyc,6
workplace,0
tip,5
tip,5
employee right,5
restaurant,5
tip,5
wage,1
restaurant service,5
home schoolers,0
public education,0
school tax,0
bully,5
race relation,5
parent,0
tax break,1
school district,0
public school,0
school discipline,0
bully,5
europe,6
supreme court,5
islamic extremism,6
daesh al queda,5
security intelligence,5
terrorism,1
violent fanatic,5
stopping terrorism,5
us intelligence,5
us citizen middle east,5
intelligence method used identify potential terrorist,5
electric car,5
electric,5
electric car,5
gamble,5
casino revenue,5
casino tax,1
casino,5
same sex college,0
male school,0
benefit male college boy,0
feminism,1
felon,1
federal,1
federalism,1
bar,5
law,1
standardized testing,5
bar,5
law school,0
lawyer,5
law school,0
law study,5
law school,0
mandatory child,0
vaccine,1
vaccination,1
vaccination,1
cure disease,5
vaccination,1
vaccine,1
smart investment,5
preschool,0
early education,0
public preschool,0
group environment,5
preschool,0
law,1
minority,5
disenfranchisement law,1
republic,1
supreme court ruling,5
supreme court,5
iran,6
foreign relation,5
iran deal,6
iran nuclear deal,6
threat,5
nuclear deal,5
iran,6
nuclear deal,5
nuclear deal,5
international sanction,5
government,1
travel,5
domestic airline competition,5
airline,5
airline industry,5
american airline industry,5
airline,5
air travel,5
palestinian state,6
israel palestine conflict,6
central government,5
nation,5
independence declaration,1
israel,6
independent nation,5
problem,5
rich nation,5
local school control,0
wealthy american,5
wealth distribution,5
wealth,5
immigration,4
rich american,5
taxing rich,5
wealthy,5
resource,5
threat,5
native,5
native born american,5
immigrant,4
american worker,5
mass arm deal,5
weapon sale,5
weapon system,5
pot,2
marijuana legalization,2
cannabis,2
marijuana,2
cannabis,2
scientific research,5
legalization,2
dual citizenship,1
dual citizenship,1
advice,5
food price,5
subsidizing food,5
food subsidy,1
obesity epidemic,1
electric car,5
electric car battery replacement price,5
battery price,5
immigration,4
immigration law,4
leftist immigration stance,4
immigration issue,4
federal immigration law,1
sanctuary city,5
immigration,4
supreme court ruling,5
illegal immigration,4
sanctuary city,5
college student vote,0
young voter,5
vote,1
matter election,1
voter,1
vote,1
voting youth,5
conservativism,1
helping condo developer,5
real estate,5
real estate city,5
city,5
real estate,5
new york city real estate,5
new york city business growth,5
parent,0
homework,0
parental support education,0
child,0
equality,1
parent teaching child,0
teaching helping kid learn,0
parent helping homework,0
equality,1
privatization,1
management,5
civil servant,5
management,5
bad deal city state,5
civil servant,5
contractor,5
contractor civil servant,5
employment,1
outsourcing work country,5
american unemployment,1
outsource,5
unemployment america,6
privatization,1
outsource,5
outsourcing american job,5
american unemployment,1
arm,5
usa,6
u,5
